comment,sentiment_scores,sentiment,subjectivity,word_count
That's sooo cool - Thanks Ken for sharing!,"{'neg': 0.0, 'neu': 0.325, 'pos': 0.675, 'compound': 0.807}",Positive,0.42500000000000004,8
Hey Ken. What are your thoughts on relying on R more than Python for data science?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,16
"Hello Ken, thanks for your suggestion. your one suggestion which pricked up my ears was: make a list of packages having vague knowledge. and definitely go through the documentation.","{'neg': 0.092, 'neu': 0.736, 'pos': 0.172, 'compound': 0.5574}",Positive,0.39999999999999997,29
Can you please guide on some of the good IT Courses/Certifications where coding skills are not required?,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}",Positive,0.6000000000000001,17
Thank you sir I have been searching for such free online course. Subscribed to your channel 👍,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7003}",Positive,0.65,17
"It is mentioned briefly in this blog You can go through this link to get a brief understanding about the courses.
How does a total beginner start to learn machine learning? - mlarticle-learn about ai and its subsets (https://mlarticle.com/how-does-a-total-beginner-start-to-learn-machine-learning/)
 it should help you good luck!","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8356}",Positive,0.5041666666666667,45
Do you think the course offered in Kagge too simple? It just gives us an overview about topic in each course.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.35714285714285715,21
kaggle is phenomenal. I can't believe how intuitive and generous this is.,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",Positive,0.5,13
What if I want to stick with business intelligence analyst only,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5267}",Positive,1.0,11
Very good one.,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",Positive,0.7800000000000001,3
Hlw Sir...Will we get certificate after  completion of the course ?? Plz tell,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.168}",Positive,0.0,13
Please is there any platform to get mini projects on R ?,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",Positive,0.0,11
Can you tell me some source for R,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,8
Thanks for value information🤟,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.6486}",Positive,0.2,4
Cool,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",Positive,0.65,1
This feels like a cheat code or something. The information is too valuable and well explained. Thank you,"{'neg': 0.119, 'neu': 0.476, 'pos': 0.405, 'compound': 0.7351}",Positive,0.0,18
How about those courses on coursera?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
Can anyone suggest free best course on statistics for data science,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8176}",Positive,0.55,11
I am an experienced java developer with Python handson. Thanks for this,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",Positive,0.55,12
Hi there. I just found this channel in this week and I wanted to say thank you for introducing me to google colab. I was looking for a way to practice without downloading packages to my computer. Thank you so much,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.6124}",Positive,0.2,41
I found your videos last night and so glad! Very informative,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.632}",Positive,0.45555555555555555,11
Very informative. I have read many blogs about free courses but everything listed here was new to me. One of the best advices I have received 4:05  . Good job and all the best :),"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.9738}",Positive,0.5318181818181817,33
What are python topics to learn for data science ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
Will it be safe for beginners like me ?,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}",Positive,0.5,8
Thank you Ken love from india,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.7717}",Positive,0.6,6
"Thank you, very informative, great stuff!","{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.8004}",Positive,0.525,6
Can you suggest some free and good resources for learning ML using R?,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7351}",Positive,0.7000000000000001,13
"Thanks for watching everyone! Some Resources:
Free Kaggle Micro Courses: https://www.kaggle.com/learn/overview
365 Data Science - Courses ( 57% Annual Discount): https://365datascience.pxf.io/P0jbBY (Affiliate Link)","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.7574}",Positive,0.5,23
Hi Ken. I trust you are well. Thank you for your videos. I started watching your videos when I found an interest in data science. I hope there is a way I could perhaps chat with you as I have just a few questions I hoped you could answer?,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9371}",Positive,0.1,49
"Ken, do you recommend data science courses from udacity?","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",Positive,0.0,9
Hey. I need to learn statistics from scratch for data science(I am a total beginner). What free and best online materials are there. Please give a link to them.,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.8689}",Positive,0.6166666666666667,30
Great Video Ken. loved the content. Thank you so much :),"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.9297}",Positive,0.6875,10
How about the courses on edureka?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
"Thanks Ken, 
What about non-free courses, certificates, or micrometers! could you please some of the high=quality but still affordable ones?
Thanks","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.7745}",Positive,0.2,21
"Great video Ken 👍 Started watching with little expectation, but it turned out to be really informative!","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.4295}",Positive,0.48333333333333334,17
"I can see a Mathematics book on your desk. What level of Maths is it, A Level or University first year? What level of Mathematics does one need to have to go into Machine Learning?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.3333333333333333,35
I already watched the video but i am here for the second time. For what? I just wanted to thank you. I loved Kaggle. I wish i had started everything from there. So thank you for telling about Kaggle :D,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.9718}",Positive,0.6,40
"Hey Ken,  great video for a beginner like me, thanks for your time and effort here. wanted to check if you have any recommendations for the Statistics micro-course? thanks.","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9081}",Positive,0.3833333333333333,29
I love how quick to point your videos are. Not enough YouTubers do this.,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",Positive,0.5333333333333333,14
Specially thanks to you to share this valuable sites with us. It's been 2 months i stared learn python and planning to do my Master’s On Data Science. Thank you again.,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.8814}",Positive,0.2,34
Is there any place where modelling and graphing is taught as well? Like if I wanted to simulate the motion of billiard balls on a table?,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6072}",Positive,0.0,26
How are the one on Coursera ? I am auditing those ones,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,11
What would you say are the prerequisites for kaggle?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
"Could you share the title of the books on your desk?
Great video thanks!","{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.8588}",Positive,0.475,14
Yo thank you for the video! really appreciated!,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.7702}",Positive,0.1,8
Hello. What if I don't have any programming experience?How harder the journey will be?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,16
"Thanks dear for your video, I am a beginner in data science I have passion about it...computer science isn't my present career or study  and and I don't have any experience...how long does it take to learn and work in data ? Thanks in advance","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.886}",Positive,0.2,48
Ty!!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4912}",Positive,0.0,1
thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",Positive,0.2,1
"Great video, thanks for sharing. Best","{'neg': 0.0, 'neu': 0.125, 'pos': 0.875, 'compound': 0.9325}",Positive,0.4166666666666667,6
"Thanks for sharing these resources!! Follow up question - any advice on how to either find a data science mentor or group to collaborate with? I’ve been practicing on my own, but think there’s real benefit from connecting with more advanced professionals to get feedback and keep advancing, but am having a hard time figuring out how to get started here.","{'neg': 0.024, 'neu': 0.803, 'pos': 0.172, 'compound': 0.8681}",Positive,0.5236111111111111,64
Been enjoying your channel. Found it last week,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.5267}",Positive,0.3333333333333333,8
The best.,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",Positive,0.3,2
"Hi there, Ken. I really appreciate your content. I am a biomedical scientist who is beginning to use R-studio. Do you have any suggested freely available content like that described in this video for the R platform, which you feel is really solid or underrated?","{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.8514}",Positive,0.23333333333333336,45
Great video and great suggestions Ken! Keep it up!,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.8684}",Positive,0.75,9
Great video bro!,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",Positive,0.75,3
"The best video that I have ever seen in this field. I am new here, and I want to start learning. All the best!","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.8748}",Positive,0.3515151515151515,24
Thank you!,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4199}",Positive,0.0,2
For practical implementation of ML one must start with fast.ai Machine learning or Udacity course for Machine Learning Nanodegree..?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,19
Your videos are great for beginners to learn data science. Great work man!!,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8684}",Positive,0.75,13
"Very informative and to the point. I'm very grateful to you for such well explained and beneficial info that cut to the core of learning Data Science. Ken, thanks  for all you do!","{'neg': 0.05, 'neu': 0.673, 'pos': 0.276, 'compound': 0.855}",Positive,0.325,34
Good organization.,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive,0.6000000000000001,2
Any recommendations but for R software?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
Can you share the same for Machine Learning in Python and R?,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",Positive,0.125,12
"Hey ken!!

Can sigma six green or yellow belt courses on Coursera , would be useful for career advancement in data science ?","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5399}",Positive,0.09999999999999999,21
"I'm new to the channel and I subscribed after watching a couple of your videos. great resources and advice, its just what I was looking for. I have a few questions about this video tho, howcome theres nothing about statistics in the courses you've recommended? I thiought its integral to data science and machine learning. and if so, what other prerequisites do I need?","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.7399}",Positive,0.41988636363636367,66
"Thank you for this Ken! Quick question, what is that Mathematics book on your desk? :)","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6996}",Positive,0.75,15
The IBM Data Science specialization course at Coursera.com is a very good course for beginners. I know it isn't free but anyone can get it for free by applying for financial aid at Coursera,"{'neg': 0.148, 'neu': 0.795, 'pos': 0.057, 'compound': -0.5118}",Negative,0.595,35
You're my Data Science mentor!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
Which micro-courses on Kaggle should I take and in which order?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,11
"Hi Ken, is it possible for you to create a separate short tutorial on GIT? Or can you guide on resource related to it.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",Positive,0.5666666666666668,24
"Dropping https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-867-machine-learning-fall-2006/, probably one of the best foundational ML courses I've seen that's completely free and with a proper amount of depth.","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8313}",Positive,0.4000000000000001,25
"Hey, i just want to ask,is data science has a strong relation with accounting? Because i am kinda afraid that i learnt data science but it can't be implemented in accounting and my investment kinda ruined","{'neg': 0.103, 'neu': 0.805, 'pos': 0.092, 'compound': -0.3422}",Negative,0.8166666666666667,38
Does it still make sense to learn python for data science ? Pycaret just came out few weeks ago and now you can do the same work much faster.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.1416666666666667,28
That is not data science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,5
"Hey, ken, this was an amazing video. I'm just starting with DS and this helped a lot. I also sent a mail to you, can you please check that? Thanks for all the great videos too, keep it up!","{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9245}",Positive,0.4875,40
What is your opinion about Deep Learning Specialization course on Coursera? Would it really help a lot to learn deep learning ?,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5192}",Positive,0.3333333333333333,21
I'm just developing an excitement for data analytics from a background in environmental science. Loving your videos!,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8122}",Positive,0.95,18
3:20 bonus,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.5423}",Positive,0.0,2
Are Edx Courses Worth ??😃. And their certification ?,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.3485}",Positive,0.1,8
"Hi?
  Iam working as devloper using java +springboot,I would like to switch my carrier into data science. In what order I can learn DS","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",Positive,0.0,25
"Hello, how non tech candidate can move in that? Bcz he don't have how to start? 
Plz  make vedio on that","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.168}",Positive,0.0,22
How'd u rate datacamp's Data Science with Python track,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,11
"Excellent work 👌👍.(subscribed)

My question is,
Is this course is enough to get job in data science ?","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}",Positive,0.75,18
Thank you for your videos Ken. I saw your videos and looked up your LinkedIn profile as well. It mentions your recent experience as a product owner. Would it help to learn data science for future career interest in Product Ownership and Innovation?,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.8979}",Positive,0.1875,43
"Thank you, Ken! This video is great and will be helpful for me. Hope to see you anytime soon!","{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9167}",Positive,0.75,19
Hello! I've been trying to figure this exact thing out and I'm so glad this came by,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.632}",Positive,0.625,19
"Thanks for the resources!!!!!
But i am bit confused which should i go for , data science or deep learning !!!! Thanks for your help in advance !!!!!","{'neg': 0.086, 'neu': 0.609, 'pos': 0.305, 'compound': 0.8209}",Positive,0.37499999999999994,25
"Great work Ken Jee, sharing resources to help people meet their learning goals, there is another free machine learning platform which is excellent, very easy to use and easy to learn www.eazyml.com  we tried it and I think eazyml  is one of the most transparent ML platforms in the market, their promise is, ""Learn ML By doing  ML""..Good luck..","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9758}",Positive,0.8138888888888888,60
Any suggestions for learning computer vision and Deeplearning,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}",Positive,0.0,8
In order to learn data science is it necessary to learn deep learning and ai?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.7,15
"What are your thoughts on ML course by Andrew Ng on Coursera, its the most famous out there and is completely free.","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5563}",Positive,0.7666666666666666,22
I wish I came across your channel earlier. I wouldn't have wasted so much time finding the right resources amongst the overwhelming amount of resources out there for learning Data Science.,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6517}",Positive,0.4471428571428572,32
Hi.. I loved your videos. I am learning Data Analyst (NOT Data Science) with Python (https://learn.datacamp.com/career-tracks/16) from Datacamp and from some other sources as well. Do you think is Data Analyst is a good path in terms of career perspectives. I am 31 years old and not good with ML stuff. Appreciate your time and answer.,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.926}",Positive,0.515,57
"Thanks Ken, your videos are very insightful!","{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4926}",Positive,0.25,7
"Hi Ken, I just wanted to spend a little bit of my time to thank you for all this great stuff you share with us.

You have made me feel the motivation to learn something new, which I had been missing for a long time. Besides, this might even mean the change for a more rewarding career I had been looking for.

Please keep sharing, we will support you.
Thanks again and stay safe during these tought corona times :)","{'neg': 0.023, 'neu': 0.643, 'pos': 0.334, 'compound': 0.9819}",Positive,0.5492768595041322,79
Great channel!,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",Positive,0.75,2
"Your work is very inspiring, I really do enjoy watching your videos. Great motivation to go on building my data science career. Thank you so much. 👍","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.939}",Positive,0.6125,27
How is machine learning by Andrew ng ?? Course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,8
"I like the style of the video, very didactic, well organized content.","{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5965}",Positive,1.0,12
That was really helpful👌,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.2,4
"Are the courses given in the link above free? 
Is the course in kaggle link free?","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7882}",Positive,0.5666666666666668,16
"I watch your video first time and they are amazing and exactly what I want. 
I know intermediate level of python so what should I do now?","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.6249}",Positive,0.49444444444444446,27
hi sup? u know which platforms or web that offers FREE certificates ? thx,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7841}",Positive,0.4,13
"Thanks for sharing this .👏
What courses should one take for probability and statistics?","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.6908}",Positive,0.2,14
"Thank you so much for your guidance!  This is some life changing advice for someone committed to finding a new, rewarding career.","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.807}",Positive,0.5515151515151515,22
Thank you very much. It seems a very informative video. Just like it.,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",Positive,0.28,13
"Really Thanks man !! 
I do appreciate your Contents. 
Hope that your channel grows more.","{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.8547}",Positive,0.35,14
TQVM. I will have to check out your other  videos on DS projects.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.375,13
You're channel is great. You deserve more followers!,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6588}",Positive,0.625,9
If I were to want to get a job in this field would it be enough to learn these free courses and the information and to relay what I have learned to the hiring manager? Or would I need to get some sort of certification? Thanks.,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.7627}",Positive,0.5,46
I really like your structured video content and explanation. thanks and keep making videos,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6901}",Positive,0.2,14
"Thankyou Ken.
Love from India :)","{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.802}",Positive,0.8,5
this video was really helpful and put my mind at ease! really practical and clear instructions :) thank you Ken. keep up the good work!,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9472}",Positive,0.4766666666666667,24
This was a surprisingly good video,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.6249}",Positive,0.6000000000000001,6
"Ken, I think that IBM Cognitive Classes are really good as a starting point!!!","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.6211}",Positive,0.35000000000000003,14
How a out datacamp? I subscribed a 12month but have not started yet.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,13
365 data science have udemy courses and their website plans. l just bought their  udemy courses on sale. do you know what rhe fundamental difference is?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,26
"I have enrolled courses on ""Coursera"". Is it okay to go through them because most of courses on Coursera are basic ?","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",Positive,0.375,21
"I use DataQuest, it’s free to start and see if you like it then it’s like $30 a month, i didn’t like DataCamp because it was video based","{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.8689}",Positive,0.8,34
"What do you think about Udemy's Data Sciense courses, Ken?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,11
Wow this is actually very very helpful !! Thanks Ken😁 Keep making videos.,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.8983}",Positive,0.53,12
